
===================================================================================================

 365 dataset shape: 400x3x256x256

 Original set has 398 images; For each angle, take no more than 25 images>>>
   0%|          | 0/397 [00:00<?, ?it/s] 100%|██████████| 397/397 [00:00<00:00, 148355.19it/s]398 images left and there are 397 unique labels

 Range of unnormalized labels: (16.913,38.532)

 Range of normalized labels: (0.42599332535734524,0.9705182293306466)

 Use rule-of-thumb formula to compute kernel_sigma >>>

 The std of 398 labels is 0.10931705898979509 so the kernel sigma is 0.03499590186283715

 /home/ylab3/improved_CcGAN/365_data/RC-49_256x256/CcGAN-improved/output/embed_models/ckpt_ResNet34_embed_epoch_200_seed_2021.pth

 /home/ylab3/improved_CcGAN/365_data/RC-49_256x256/CcGAN-improved/output/embed_models/ckpt_net_y2h_epoch_500_seed_2021.pth

 Start training CNN for label embedding >>>
CcGAN,SAGAN: [Iter 1940/30000] [D loss: 4.1521e-01] [G loss: 5.6826e-01] [real prob: 0.034] [fake prob: -0.914] [Time: 3352.7012]
CcGAN,SAGAN: [Iter 1960/30000] [D loss: 5.1054e-01] [G loss: 1.2954e+00] [real prob: 1.724] [fake prob: 0.510] [Time: 3387.4928]
CcGAN,SAGAN: [Iter 1980/30000] [D loss: 4.7415e-01] [G loss: 7.9354e-01] [real prob: -0.439] [fake prob: -1.558] [Time: 3422.2584]
CcGAN,SAGAN: [Iter 2000/30000] [D loss: 6.0549e-01] [G loss: 1.3744e+00] [real prob: 0.365] [fake prob: -0.492] [Time: 3457.0706]
CcGAN,SAGAN: [Iter 2020/30000] [D loss: 3.7263e-01] [G loss: -1.1259e-01] [real prob: 0.697] [fake prob: -0.008] [Time: 3500.3893]
CcGAN,SAGAN: [Iter 2040/30000] [D loss: 4.2206e-01] [G loss: 1.4605e+00] [real prob: 0.954] [fake prob: -0.457] [Time: 3535.1542]
CcGAN,SAGAN: [Iter 2060/30000] [D loss: 3.2478e-01] [G loss: 1.4656e+00] [real prob: 1.306] [fake prob: 0.094] [Time: 3569.9059]
CcGAN,SAGAN: [Iter 2080/30000] [D loss: 3.7439e-01] [G loss: 8.3180e-01] [real prob: 1.126] [fake prob: -0.174] [Time: 3604.7140]
CcGAN,SAGAN: [Iter 2100/30000] [D loss: 3.9982e-01] [G loss: 1.7238e+00] [real prob: 0.591] [fake prob: -0.828] [Time: 3639.4933]
CcGAN,SAGAN: [Iter 2120/30000] [D loss: 3.8938e-01] [G loss: 1.4152e+00] [real prob: 0.370] [fake prob: -1.139] [Time: 3674.2727]
CcGAN,SAGAN: [Iter 2140/30000] [D loss: 4.0695e-01] [G loss: 1.0155e+00] [real prob: 1.056] [fake prob: -0.332] [Time: 3709.0656]
CcGAN,SAGAN: [Iter 2160/30000] [D loss: 5.3892e-01] [G loss: 2.8520e-01] [real prob: -0.226] [fake prob: -1.383] [Time: 3743.8382]
CcGAN,SAGAN: [Iter 2180/30000] [D loss: 5.4574e-01] [G loss: 1.0906e+00] [real prob: 0.044] [fake prob: -0.804] [Time: 3778.6654]
CcGAN,SAGAN: [Iter 2200/30000] [D loss: 4.6798e-01] [G loss: 5.6814e-01] [real prob: 0.916] [fake prob: -0.269] [Time: 3813.4842]
CcGAN,SAGAN: [Iter 2220/30000] [D loss: 6.9319e-01] [G loss: 6.9361e-01] [real prob: 1.009] [fake prob: 0.391] [Time: 3848.2904]
CcGAN,SAGAN: [Iter 2240/30000] [D loss: 4.0421e-01] [G loss: 3.9716e-01] [real prob: 1.129] [fake prob: 0.413] [Time: 3883.0690]
CcGAN,SAGAN: [Iter 2260/30000] [D loss: 3.2141e-01] [G loss: 5.0775e-01] [real prob: 0.690] [fake prob: -0.507] [Time: 3917.8943]
CcGAN,SAGAN: [Iter 2280/30000] [D loss: 2.8398e-01] [G loss: 1.1980e+00] [real prob: 0.729] [fake prob: -0.868] [Time: 3952.5453]
CcGAN,SAGAN: [Iter 2300/30000] [D loss: 3.9662e-01] [G loss: 3.5019e-01] [real prob: 0.865] [fake prob: -0.222] [Time: 3987.2168]
CcGAN,SAGAN: [Iter 2320/30000] [D loss: 4.1841e-01] [G loss: 5.5521e-01] [real prob: 0.540] [fake prob: -0.720] [Time: 4021.8790]
CcGAN,SAGAN: [Iter 2340/30000] [D loss: 4.2794e-01] [G loss: 1.7780e+00] [real prob: 0.989] [fake prob: -0.387] [Time: 4056.5621]
CcGAN,SAGAN: [Iter 2360/30000] [D loss: 5.0456e-01] [G loss: 3.7276e-01] [real prob: -0.030] [fake prob: -1.114] [Time: 4091.2483]
CcGAN,SAGAN: [Iter 2380/30000] [D loss: 5.8978e-01] [G loss: -1.8968e-02] [real prob: 0.350] [fake prob: -0.542] [Time: 4125.9820]
CcGAN,SAGAN: [Iter 2400/30000] [D loss: 2.8751e-01] [G loss: 3.9645e-01] [real prob: 0.870] [fake prob: -0.489] [Time: 4160.6660]
CcGAN,SAGAN: [Iter 2420/30000] [D loss: 2.7865e-01] [G loss: 1.4615e+00] [real prob: 0.572] [fake prob: -0.807] [Time: 4195.3757]
CcGAN,SAGAN: [Iter 2440/30000] [D loss: 3.9586e-01] [G loss: 9.0350e-01] [real prob: 1.075] [fake prob: -0.193] [Time: 4230.0648]
CcGAN,SAGAN: [Iter 2460/30000] [D loss: 6.4286e-01] [G loss: 1.6081e-01] [real prob: 0.474] [fake prob: -0.253] [Time: 4264.7469]
CcGAN,SAGAN: [Iter 2480/30000] [D loss: 4.6019e-01] [G loss: 8.7755e-01] [real prob: 0.197] [fake prob: -1.344] [Time: 4299.4616]
CcGAN,SAGAN: [Iter 2500/30000] [D loss: 7.2264e-01] [G loss: 5.2528e-01] [real prob: 1.573] [fake prob: 0.485] [Time: 4334.1639]
CcGAN,SAGAN: [Iter 2520/30000] [D loss: 3.0610e-01] [G loss: -4.5502e-01] [real prob: 0.445] [fake prob: -1.132] [Time: 4370.7671]
CcGAN,SAGAN: [Iter 2540/30000] [D loss: 4.4637e-01] [G loss: 2.0286e+00] [real prob: 0.339] [fake prob: -1.060] [Time: 4405.4673]
CcGAN,SAGAN: [Iter 2560/30000] [D loss: 4.9361e-01] [G loss: 1.2284e+00] [real prob: 0.967] [fake prob: 0.095] [Time: 4440.1929]
CcGAN,SAGAN: [Iter 2580/30000] [D loss: 2.9062e-01] [G loss: 1.2073e+00] [real prob: 0.980] [fake prob: -0.562] [Time: 4474.7702]
CcGAN,SAGAN: [Iter 2600/30000] [D loss: 6.3765e-01] [G loss: 1.6649e+00] [real prob: 0.522] [fake prob: -0.295] [Time: 4509.3604]
CcGAN,SAGAN: [Iter 2620/30000] [D loss: 3.9193e-01] [G loss: 1.1832e+00] [real prob: 0.540] [fake prob: -1.107] [Time: 4543.9105]
CcGAN,SAGAN: [Iter 2640/30000] [D loss: 8.1616e-01] [G loss: 3.6395e-01] [real prob: 0.930] [fake prob: 0.577] [Time: 4578.4877]
CcGAN,SAGAN: [Iter 2660/30000] [D loss: 2.2925e-01] [G loss: 1.1797e+00] [real prob: 0.581] [fake prob: -1.003] [Time: 4613.0401]
CcGAN,SAGAN: [Iter 2680/30000] [D loss: 3.1613e-01] [G loss: 1.4564e+00] [real prob: 0.969] [fake prob: -0.536] [Time: 4647.6060]
CcGAN,SAGAN: [Iter 2700/30000] [D loss: 8.8964e-01] [G loss: 6.2486e-01] [real prob: 1.589] [fake prob: 1.090] [Time: 4682.1360]
CcGAN,SAGAN: [Iter 2720/30000] [D loss: 5.6241e-01] [G loss: -1.9589e-01] [real prob: 0.089] [fake prob: -1.326] [Time: 4716.6969]
CcGAN,SAGAN: [Iter 2740/30000] [D loss: 4.0751e-01] [G loss: 1.2463e+00] [real prob: 1.128] [fake prob: 0.129] [Time: 4751.2428]
CcGAN,SAGAN: [Iter 2760/30000] [D loss: 4.3192e-01] [G loss: 7.7582e-01] [real prob: 0.481] [fake prob: -0.607] [Time: 4785.8466]
CcGAN,SAGAN: [Iter 2780/30000] [D loss: 3.6184e-01] [G loss: 9.3559e-01] [real prob: 0.806] [fake prob: -0.698] [Time: 4820.3972]
CcGAN,SAGAN: [Iter 2800/30000] [D loss: 3.7851e-01] [G loss: 1.3734e+00] [real prob: 0.701] [fake prob: -0.632] [Time: 4854.9767]
CcGAN,SAGAN: [Iter 2820/30000] [D loss: 3.6363e-01] [G loss: 9.9730e-01] [real prob: 0.554] [fake prob: -0.614] [Time: 4889.5293]
CcGAN,SAGAN: [Iter 2840/30000] [D loss: 4.3325e-01] [G loss: 1.4255e+00] [real prob: 0.981] [fake prob: -0.171] [Time: 4924.0796]
CcGAN,SAGAN: [Iter 2860/30000] [D loss: 3.9502e-01] [G loss: 3.6600e-01] [real prob: 0.790] [fake prob: -0.756] [Time: 4958.6428]
CcGAN,SAGAN: [Iter 2880/30000] [D loss: 1.7905e-01] [G loss: 1.1860e+00] [real prob: 0.588] [fake prob: -1.370] [Time: 4993.1995]
CcGAN,SAGAN: [Iter 2900/30000] [D loss: 2.8553e-01] [G loss: 1.4295e+00] [real prob: 0.519] [fake prob: -1.467] [Time: 5027.7709]
CcGAN,SAGAN: [Iter 2920/30000] [D loss: 7.0984e-01] [G loss: 1.5989e+00] [real prob: 0.513] [fake prob: -0.444] [Time: 5062.4742]
CcGAN,SAGAN: [Iter 2940/30000] [D loss: 4.3829e-01] [G loss: 1.7968e+00] [real prob: 0.060] [fake prob: -1.332] [Time: 5097.2938]
CcGAN,SAGAN: [Iter 2960/30000] [D loss: 3.1315e-01] [G loss: 1.7720e+00] [real prob: 0.420] [fake prob: -1.317] [Time: 5132.0911]
CcGAN,SAGAN: [Iter 2980/30000] [D loss: 5.3313e-01] [G loss: -3.6996e-01] [real prob: -0.278] [fake prob: -1.381] [Time: 5166.9302]
CcGAN,SAGAN: [Iter 3000/30000] [D loss: 3.0140e-01] [G loss: 9.3093e-01] [real prob: 1.103] [fake prob: -1.312] [Time: 5201.7475]
CcGAN,SAGAN: [Iter 3020/30000] [D loss: 1.4332e-01] [G loss: 1.6574e+00] [real prob: 0.979] [fake prob: -1.325] [Time: 5244.9605]
CcGAN,SAGAN: [Iter 3040/30000] [D loss: 4.4721e-01] [G loss: 1.9886e-01] [real prob: 1.457] [fake prob: 0.197] [Time: 5279.7720]
CcGAN,SAGAN: [Iter 3060/30000] [D loss: 3.3559e-01] [G loss: 1.2474e+00] [real prob: 0.455] [fake prob: -1.136] [Time: 5314.6320]
CcGAN,SAGAN: [Iter 3080/30000] [D loss: 2.9609e-01] [G loss: 6.1273e-01] [real prob: 1.375] [fake prob: -0.149] [Time: 5349.4506]
CcGAN,SAGAN: [Iter 3100/30000] [D loss: 4.9636e-01] [G loss: 1.3554e+00] [real prob: 0.619] [fake prob: -1.342] [Time: 5384.2870]
CcGAN,SAGAN: [Iter 3120/30000] [D loss: 6.7044e-01] [G loss: 3.4491e-01] [real prob: -0.291] [fake prob: -1.628] [Time: 5419.1058]
CcGAN,SAGAN: [Iter 3140/30000] [D loss: 3.0272e-01] [G loss: 9.2011e-01] [real prob: 0.902] [fake prob: -0.533] [Time: 5453.9199]
CcGAN,SAGAN: [Iter 3160/30000] [D loss: 3.5024e-01] [G loss: -3.1063e-01] [real prob: 0.805] [fake prob: -0.104] [Time: 5488.7892]
CcGAN,SAGAN: [Iter 3180/30000] [D loss: 2.3410e-01] [G loss: 1.0758e+00] [real prob: 0.754] [fake prob: -1.543] [Time: 5523.6283]
CcGAN,SAGAN: [Iter 3200/30000] [D loss: 8.1744e-01] [G loss: 2.4827e-01] [real prob: 1.799] [fake prob: 1.169] [Time: 5558.4724]
CcGAN,SAGAN: [Iter 3220/30000] [D loss: 2.1753e-01] [G loss: 4.3009e-01] [real prob: 0.765] [fake prob: -1.097] [Time: 5593.2867]
CcGAN,SAGAN: [Iter 3240/30000] [D loss: 4.7003e-01] [G loss: 9.5370e-01] [real prob: -0.451] [fake prob: -1.910] [Time: 5628.1432]
CcGAN,SAGAN: [Iter 3260/30000] [D loss: 4.8190e-01] [G loss: 1.7311e-01] [real prob: 1.351] [fake prob: 0.503] [Time: 5662.7525]
CcGAN,SAGAN: [Iter 3280/30000] [D loss: 7.2617e-01] [G loss: 1.6326e+00] [real prob: -1.054] [fake prob: -2.359] [Time: 5697.2714]
CcGAN,SAGAN: [Iter 3300/30000] [D loss: 3.0730e-01] [G loss: 1.5303e+00] [real prob: -0.238] [fake prob: -1.836] [Time: 5732.0851]
CcGAN,SAGAN: [Iter 3320/30000] [D loss: 2.1568e-01] [G loss: 1.3736e+00] [real prob: 1.375] [fake prob: -0.499] [Time: 5766.8336]
CcGAN,SAGAN: [Iter 3340/30000] [D loss: 2.2007e-01] [G loss: 9.9168e-01] [real prob: 0.779] [fake prob: -1.413] [Time: 5801.3155]
CcGAN,SAGAN: [Iter 3360/30000] [D loss: 2.4227e-01] [G loss: 6.6555e-01] [real prob: 0.196] [fake prob: -1.559] [Time: 5836.0708]
CcGAN,SAGAN: [Iter 3380/30000] [D loss: 3.3726e-01] [G loss: 1.0313e+00] [real prob: 1.299] [fake prob: -0.096] [Time: 5870.8873]
CcGAN,SAGAN: [Iter 3400/30000] [D loss: 2.5225e-01] [G loss: 2.4719e-01] [real prob: 0.732] [fake prob: -0.842] [Time: 5905.5407]
CcGAN,SAGAN: [Iter 3420/30000] [D loss: 4.1419e-01] [G loss: 7.2947e-01] [real prob: 0.823] [fake prob: -0.396] [Time: 5940.1291]
CcGAN,SAGAN: [Iter 3440/30000] [D loss: 3.9049e-01] [G loss: 1.7764e+00] [real prob: 0.487] [fake prob: -1.036] [Time: 5974.9612]
CcGAN,SAGAN: [Iter 3460/30000] [D loss: 3.9966e-01] [G loss: 8.3086e-01] [real prob: 1.123] [fake prob: -0.281] [Time: 6009.7148]
CcGAN,SAGAN: [Iter 3480/30000] [D loss: 3.7400e-01] [G loss: 1.4008e+00] [real prob: 0.146] [fake prob: -1.509] [Time: 6044.2362]
CcGAN,SAGAN: [Iter 3500/30000] [D loss: 5.0370e-01] [G loss: 2.0347e+00] [real prob: 1.568] [fake prob: 0.080] [Time: 6079.0091]
CcGAN,SAGAN: [Iter 3520/30000] [D loss: 2.8020e-01] [G loss: 1.2545e+00] [real prob: 0.410] [fake prob: -1.113] [Time: 6113.8470]
CcGAN,SAGAN: [Iter 3540/30000] [D loss: 3.1949e-01] [G loss: 5.4836e-01] [real prob: 0.692] [fake prob: -0.445] [Time: 6148.4295]
CcGAN,SAGAN: [Iter 3560/30000] [D loss: 3.9540e-01] [G loss: -3.2536e-03] [real prob: 0.403] [fake prob: -1.386] [Time: 6183.0535]
CcGAN,SAGAN: [Iter 3580/30000] [D loss: 4.0193e-01] [G loss: 1.4155e+00] [real prob: 0.684] [fake prob: -0.568] [Time: 6217.9367]
CcGAN,SAGAN: [Iter 3600/30000] [D loss: 3.6833e-01] [G loss: 8.3359e-01] [real prob: 0.300] [fake prob: -1.393] [Time: 6252.7738]
CcGAN,SAGAN: [Iter 3620/30000] [D loss: 2.6809e-01] [G loss: 4.8246e-01] [real prob: 0.324] [fake prob: -1.090] [Time: 6287.6422]
CcGAN,SAGAN: [Iter 3640/30000] [D loss: 1.9620e-01] [G loss: 1.5252e+00] [real prob: 0.390] [fake prob: -1.044] [Time: 6322.4671]
CcGAN,SAGAN: [Iter 3660/30000] [D loss: 2.3253e-01] [G loss: 1.2735e+00] [real prob: 0.736] [fake prob: -1.190] [Time: 6357.1164]
CcGAN,SAGAN: [Iter 3680/30000] [D loss: 2.9489e-01] [G loss: 5.3871e-01] [real prob: 0.531] [fake prob: -1.598] [Time: 6391.7547]
CcGAN,SAGAN: [Iter 3700/30000] [D loss: 3.6846e-01] [G loss: 2.2125e-01] [real prob: 0.762] [fake prob: -0.622] [Time: 6426.4392]
CcGAN,SAGAN: [Iter 3720/30000] [D loss: 3.5199e-01] [G loss: 1.4070e+00] [real prob: 0.369] [fake prob: -1.360] [Time: 6461.1102]
CcGAN,SAGAN: [Iter 3740/30000] [D loss: 3.2296e-01] [G loss: 7.7112e-01] [real prob: 0.906] [fake prob: -0.679] [Time: 6495.8034]
CcGAN,SAGAN: [Iter 3760/30000] [D loss: 4.0918e-01] [G loss: 8.0918e-01] [real prob: 0.869] [fake prob: -0.309] [Time: 6530.4647]
CcGAN,SAGAN: [Iter 3780/30000] [D loss: 5.1887e-01] [G loss: 9.3106e-01] [real prob: 0.787] [fake prob: -0.297] [Time: 6565.1402]
CcGAN,SAGAN: [Iter 3800/30000] [D loss: 1.3730e-01] [G loss: 1.0978e+00] [real prob: 0.911] [fake prob: -1.317] [Time: 6599.8167]
CcGAN,SAGAN: [Iter 3820/30000] [D loss: 5.8935e-01] [G loss: 9.5940e-01] [real prob: 0.837] [fake prob: -0.273] [Time: 6634.4858]
CcGAN,SAGAN: [Iter 3840/30000] [D loss: 2.5259e-01] [G loss: 8.9168e-01] [real prob: 1.086] [fake prob: -0.373] [Time: 6669.1656]
CcGAN,SAGAN: [Iter 3860/30000] [D loss: 3.9397e-01] [G loss: 1.1156e+00] [real prob: 0.966] [fake prob: -0.092] [Time: 6703.8048]
CcGAN,SAGAN: [Iter 3880/30000] [D loss: 3.6462e-01] [G loss: 9.4004e-01] [real prob: 0.744] [fake prob: -0.518] [Time: 6738.4832]
CcGAN,SAGAN: [Iter 3900/30000] [D loss: 3.9949e-01] [G loss: 2.2525e+00] [real prob: 1.494] [fake prob: -0.177] [Time: 6773.1541]
CcGAN,SAGAN: [Iter 3920/30000] [D loss: 4.6509e-01] [G loss: 8.6274e-01] [real prob: 1.636] [fake prob: 0.372] [Time: 6807.8421]
CcGAN,SAGAN: [Iter 3940/30000] [D loss: 6.0789e-01] [G loss: 5.6192e-01] [real prob: 1.097] [fake prob: 0.328] [Time: 6842.4690]
CcGAN,SAGAN: [Iter 3960/30000] [D loss: 2.8502e-01] [G loss: 1.5507e+00] [real prob: 0.710] [fake prob: -0.753] [Time: 6876.8898]
CcGAN,SAGAN: [Iter 3980/30000] [D loss: 2.8811e-01] [G loss: 9.2933e-01] [real prob: 1.196] [fake prob: -0.219] [Time: 6911.2920]
CcGAN,SAGAN: [Iter 4000/30000] [D loss: 4.4477e-01] [G loss: 9.1167e-01] [real prob: 0.393] [fake prob: -0.899] [Time: 6945.7169]
CcGAN,SAGAN: [Iter 4020/30000] [D loss: 3.4695e-01] [G loss: 5.5584e-01] [real prob: -0.049] [fake prob: -1.697] [Time: 6988.6442]
CcGAN,SAGAN: [Iter 4040/30000] [D loss: 3.3390e-01] [G loss: 1.8510e+00] [real prob: 0.928] [fake prob: -0.600] [Time: 7023.1081]
CcGAN,SAGAN: [Iter 4060/30000] [D loss: 3.3541e-01] [G loss: 1.6422e+00] [real prob: 1.016] [fake prob: -0.427] [Time: 7057.5294]
CcGAN,SAGAN: [Iter 4080/30000] [D loss: 4.0042e-01] [G loss: 1.3046e+00] [real prob: 0.653] [fake prob: -0.900] [Time: 7091.9931]
CcGAN,SAGAN: [Iter 4100/30000] [D loss: 2.6675e-01] [G loss: 1.4444e+00] [real prob: -0.059] [fake prob: -1.987] [Time: 7126.4267]
CcGAN,SAGAN: [Iter 4120/30000] [D loss: 2.0097e-01] [G loss: 1.4796e+00] [real prob: 0.903] [fake prob: -0.647] [Time: 7160.9120]
CcGAN,SAGAN: [Iter 4140/30000] [D loss: 3.0338e-01] [G loss: 1.5293e+00] [real prob: 1.133] [fake prob: -0.366] [Time: 7195.3762]
CcGAN,SAGAN: [Iter 4160/30000] [D loss: 3.1981e-01] [G loss: 1.8554e+00] [real prob: 0.943] [fake prob: -0.747] [Time: 7229.8186]
CcGAN,SAGAN: [Iter 4180/30000] [D loss: 2.1704e-01] [G loss: 4.6003e-01] [real prob: 0.641] [fake prob: -1.162] [Time: 7264.2573]
CcGAN,SAGAN: [Iter 4200/30000] [D loss: 3.0422e-01] [G loss: 6.4029e-01] [real prob: 0.130] [fake prob: -1.837] [Time: 7298.6769]
CcGAN,SAGAN: [Iter 4220/30000] [D loss: 2.2885e-01] [G loss: 6.4060e-01] [real prob: 1.249] [fake prob: -0.065] [Time: 7333.1362]
CcGAN,SAGAN: [Iter 4240/30000] [D loss: 3.8774e-01] [G loss: 1.1219e+00] [real prob: 1.566] [fake prob: -0.186] [Time: 7367.5524]
CcGAN,SAGAN: [Iter 4260/30000] [D loss: 3.8184e-01] [G loss: 1.1703e+00] [real prob: 0.888] [fake prob: -0.531] [Time: 7402.0226]
CcGAN,SAGAN: [Iter 4280/30000] [D loss: 2.0402e-01] [G loss: 8.3674e-01] [real prob: 1.072] [fake prob: -0.838] [Time: 7436.4433]
CcGAN,SAGAN: [Iter 4300/30000] [D loss: 2.6487e-01] [G loss: 1.7565e+00] [real prob: 1.424] [fake prob: -0.541] [Time: 7471.0028]
CcGAN,SAGAN: [Iter 4320/30000] [D loss: 5.6525e-01] [G loss: 1.1790e+00] [real prob: -0.341] [fake prob: -1.512] [Time: 7505.5560]
CcGAN,SAGAN: [Iter 4340/30000] [D loss: 3.5275e-01] [G loss: 1.3846e+00] [real prob: 1.138] [fake prob: -0.770] [Time: 7540.0043]
CcGAN,SAGAN: [Iter 4360/30000] [D loss: 4.4901e-01] [G loss: 1.7915e+00] [real prob: 0.814] [fake prob: -0.540] [Time: 7574.4445]
CcGAN,SAGAN: [Iter 4380/30000] [D loss: 3.5579e-01] [G loss: 9.2973e-01] [real prob: 0.207] [fake prob: -1.557] [Time: 7608.8886]
CcGAN,SAGAN: [Iter 4400/30000] [D loss: 3.6902e-01] [G loss: 1.3756e+00] [real prob: 0.528] [fake prob: -0.976] [Time: 7643.3291]
CcGAN,SAGAN: [Iter 4420/30000] [D loss: 3.6360e-01] [G loss: 7.5566e-01] [real prob: 0.015] [fake prob: -1.812] [Time: 7677.7957]
CcGAN,SAGAN: [Iter 4440/30000] [D loss: 3.5829e-01] [G loss: 1.8967e+00] [real prob: 0.155] [fake prob: -1.956] [Time: 7712.2647]
CcGAN,SAGAN: [Iter 4460/30000] [D loss: 3.5070e-01] [G loss: 7.9943e-01] [real prob: 0.695] [fake prob: -1.313] [Time: 7746.7365]
CcGAN,SAGAN: [Iter 4480/30000] [D loss: 3.5404e-01] [G loss: 6.0996e-01] [real prob: 0.259] [fake prob: -1.423] [Time: 7781.2420]
CcGAN,SAGAN: [Iter 4500/30000] [D loss: 2.1694e-01] [G loss: 1.3913e+00] [real prob: 1.210] [fake prob: -0.744] [Time: 7815.7178]
CcGAN,SAGAN: [Iter 4520/30000] [D loss: 2.8203e-01] [G loss: 1.3409e+00] [real prob: 1.139] [fake prob: -0.450] [Time: 7850.2283]
CcGAN,SAGAN: [Iter 4540/30000] [D loss: 3.3579e-01] [G loss: 1.9476e+00] [real prob: 1.001] [fake prob: -0.738] [Time: 7884.7121]
CcGAN,SAGAN: [Iter 4560/30000] [D loss: 2.7628e-01] [G loss: 2.1085e+00] [real prob: 1.140] [fake prob: -0.721] [Time: 7919.2198]
CcGAN,SAGAN: [Iter 4580/30000] [D loss: 2.9720e-01] [G loss: 1.4970e+00] [real prob: 0.080] [fake prob: -1.983] [Time: 7953.6992]
CcGAN,SAGAN: [Iter 4600/30000] [D loss: 2.6424e-01] [G loss: 1.9249e+00] [real prob: 0.381] [fake prob: -1.893] [Time: 7988.2287]
CcGAN,SAGAN: [Iter 4620/30000] [D loss: 2.3882e-01] [G loss: 8.5606e-01] [real prob: 1.435] [fake prob: -0.479] [Time: 8022.6927]
CcGAN,SAGAN: [Iter 4640/30000] [D loss: 1.3480e-01] [G loss: 2.2972e+00] [real prob: 1.001] [fake prob: -1.234] [Time: 8057.1786]
CcGAN,SAGAN: [Iter 4660/30000] [D loss: 3.7419e-01] [G loss: 1.1801e+00] [real prob: 0.765] [fake prob: -0.897] [Time: 8091.6403]
CcGAN,SAGAN: [Iter 4680/30000] [D loss: 2.1226e-01] [G loss: 1.4798e+00] [real prob: 0.716] [fake prob: -1.592] [Time: 8126.1321]
CcGAN,SAGAN: [Iter 4700/30000] [D loss: 1.9557e-01] [G loss: 1.3703e+00] [real prob: 0.887] [fake prob: -1.417] [Time: 8160.6837]
CcGAN,SAGAN: [Iter 4720/30000] [D loss: 2.1653e-01] [G loss: 1.0021e+00] [real prob: 1.218] [fake prob: -0.844] [Time: 8195.2635]
CcGAN,SAGAN: [Iter 4740/30000] [D loss: 2.6587e-01] [G loss: 4.3043e-01] [real prob: 0.668] [fake prob: -1.293] [Time: 8229.8160]
CcGAN,SAGAN: [Iter 4760/30000] [D loss: 2.4360e-01] [G loss: 1.7726e+00] [real prob: 0.753] [fake prob: -1.515] [Time: 8264.4044]
CcGAN,SAGAN: [Iter 4780/30000] [D loss: 3.0175e-01] [G loss: 2.1041e+00] [real prob: 0.682] [fake prob: -1.421] [Time: 8298.9481]
CcGAN,SAGAN: [Iter 4800/30000] [D loss: 3.4910e-01] [G loss: -1.3904e-01] [real prob: 0.534] [fake prob: -1.147] [Time: 8333.5101]
CcGAN,SAGAN: [Iter 4820/30000] [D loss: 3.2494e-01] [G loss: 9.8524e-01] [real prob: 1.032] [fake prob: -0.962] [Time: 8368.0722]
CcGAN,SAGAN: [Iter 4840/30000] [D loss: 3.0659e-01] [G loss: 6.9568e-01] [real prob: 0.725] [fake prob: -1.060] [Time: 8402.6175]
CcGAN,SAGAN: [Iter 4860/30000] [D loss: 3.3291e-01] [G loss: 1.2636e+00] [real prob: 0.574] [fake prob: -1.481] [Time: 8437.1811]
CcGAN,SAGAN: [Iter 4880/30000] [D loss: 6.0841e-01] [G loss: 1.6891e+00] [real prob: -0.154] [fake prob: -2.097] [Time: 8471.7123]
CcGAN,SAGAN: [Iter 4900/30000] [D loss: 4.9107e-01] [G loss: 3.6020e-01] [real prob: 0.264] [fake prob: -1.269] [Time: 8506.2448]
CcGAN,SAGAN: [Iter 4920/30000] [D loss: 4.0078e-01] [G loss: 1.3542e+00] [real prob: 0.814] [fake prob: -0.997] [Time: 8540.7286]
CcGAN,SAGAN: [Iter 4940/30000] [D loss: 4.7593e-01] [G loss: 8.4713e-01] [real prob: -0.005] [fake prob: -1.121] [Time: 8575.2568]
CcGAN,SAGAN: [Iter 4960/30000] [D loss: 2.2788e-01] [G loss: 1.6645e+00] [real prob: 0.966] [fake prob: -1.069] [Time: 8609.7382]
CcGAN,SAGAN: [Iter 4980/30000] [D loss: 3.5618e-01] [G loss: 1.2986e+00] [real prob: 1.455] [fake prob: 0.038] [Time: 8644.2364]
CcGAN,SAGAN: [Iter 5000/30000] [D loss: 2.7452e-01] [G loss: 1.8163e+00] [real prob: 1.663] [fake prob: -0.145] [Time: 8678.6592]
CcGAN,SAGAN: [Iter 5020/30000] [D loss: 5.9459e-01] [G loss: 1.7798e-01] [real prob: -0.060] [fake prob: -1.739] [Time: 8723.4431]
CcGAN,SAGAN: [Iter 5040/30000] [D loss: 2.9956e-01] [G loss: 1.0599e+00] [real prob: 0.598] [fake prob: -1.355] [Time: 8758.0739]
CcGAN,SAGAN: [Iter 5060/30000] [D loss: 2.7870e-01] [G loss: 1.0736e+00] [real prob: 0.897] [fake prob: -1.046] [Time: 8792.7121]
CcGAN,SAGAN: [Iter 5080/30000] [D loss: 3.6049e-01] [G loss: 9.8441e-01] [real prob: 0.992] [fake prob: -0.521] [Time: 8827.3636]
CcGAN,SAGAN: [Iter 5100/30000] [D loss: 4.9362e-01] [G loss: 1.9688e+00] [real prob: 1.451] [fake prob: 0.200] [Time: 8862.0014]
CcGAN,SAGAN: [Iter 5120/30000] [D loss: 5.8920e-01] [G loss: 1.3951e+00] [real prob: 1.736] [fake prob: 0.289] [Time: 8896.6341]
CcGAN,SAGAN: [Iter 5140/30000] [D loss: 4.1335e-01] [G loss: 9.5615e-01] [real prob: 0.244] [fake prob: -1.711] [Time: 8931.3054]
